id	filename	md5	size	state
1e84e1af-f14c-49d3-b7bd-b1d62af4f500	1e84e1af-f14c-49d3-b7bd-b1d62af4f500/83c9a6d9-eb15-4393-98a2-9998992f7ed0.rna_seq.augmented_star_gene_counts.tsv	d9a6f077b189d50bd499b0b254658fb6	4251905	validated
1f7210ac-421e-46b0-bb9e-802603a75dd4	1f7210ac-421e-46b0-bb9e-802603a75dd4/4b05fe2e-87b4-4a0e-9d8f-bca88c29b58e.rna_seq.augmented_star_gene_counts.tsv	81501136a8c4ab3f969f13927c192f21	4242121	validated
24dfde61-7dcb-444e-a946-5412cc55b400	24dfde61-7dcb-444e-a946-5412cc55b400/99747246-678d-4e27-92e3-2ac12b29af87.rna_seq.augmented_star_gene_counts.tsv	d339800d6d49ca5a1ba172fecd1c20b0	4247171	validated
2761c4d4-00a9-4eb5-9166-af4e56677d07	2761c4d4-00a9-4eb5-9166-af4e56677d07/a93d22ba-5cfa-4359-ae53-3309ced4e12a.rna_seq.augmented_star_gene_counts.tsv	a2966faeedc95d7446eec08f913fc437	4245228	validated
2e84a16b-cd5c-46e7-b096-c6f2313f44dd	2e84a16b-cd5c-46e7-b096-c6f2313f44dd/3f492a04-12ca-4dd8-a1ee-aac7d7fc838a.rna_seq.augmented_star_gene_counts.tsv	0c55325ed5383ec00a03288df412c906	4239594	validated
31e7dfc8-518e-4f46-8570-c91fc83cc5e3	31e7dfc8-518e-4f46-8570-c91fc83cc5e3/6dc7a729-e805-4a78-a030-f566d63d6dfa.rna_seq.augmented_star_gene_counts.tsv	182c931a21a26062f34cf1ffa476fed5	4236462	validated
33fd00d2-a1c9-4a96-85cb-ad60f8103e56	33fd00d2-a1c9-4a96-85cb-ad60f8103e56/430be898-3654-437c-9b75-4193bd2106cc.rna_seq.augmented_star_gene_counts.tsv	67dffd24c777f3556b1b6cf720657088	4243947	validated
34a44761-d903-43ca-be70-34535b327052	34a44761-d903-43ca-be70-34535b327052/599c37da-7569-4f52-9818-5e6ec3757589.rna_seq.augmented_star_gene_counts.tsv	117ae4242de41a5fd825e6bd22b87baa	4243570	validated
3ae2f730-7444-4b65-8c75-1f8f18e6047a	3ae2f730-7444-4b65-8c75-1f8f18e6047a/27ad3b30-97ff-44a4-89f7-5233a3c3596e.rna_seq.augmented_star_gene_counts.tsv	9705673d5f5fc9625e0be57011884d19	4233241	validated
3dc28658-f3df-4d5a-ae16-cb96c7cf7c3e	3dc28658-f3df-4d5a-ae16-cb96c7cf7c3e/d6221d0f-b177-4380-a987-924dc5d1e99b.rna_seq.augmented_star_gene_counts.tsv	acc2514c3409e06a5b12ac12f18a15dc	4246851	validated
41f58e2c-c9b5-41f2-90d4-dfbea3892ee0	41f58e2c-c9b5-41f2-90d4-dfbea3892ee0/09c4a41f-bd36-4012-af42-bcce4e7aa622.rna_seq.augmented_star_gene_counts.tsv	98bbf798ddfcb5c75cbc15e7efa92f1a	4243355	validated
45f1815b-f70e-4817-a16a-b03672c47b30	45f1815b-f70e-4817-a16a-b03672c47b30/7233071b-a349-48c9-8609-57537ec6fc6d.rna_seq.augmented_star_gene_counts.tsv	7e886a56fd408898781d252ae6137f94	4240323	validated
4acf2460-29a9-4d3c-adc1-3460b346b4b0	4acf2460-29a9-4d3c-adc1-3460b346b4b0/8413be23-0ccf-476c-b371-c150d6d0a720.rna_seq.augmented_star_gene_counts.tsv	d90d40c54f3f682305e453df70efac23	4239486	validated
4d16e104-ebd1-4f82-9297-57857c876870	4d16e104-ebd1-4f82-9297-57857c876870/31ea1196-cc47-497c-b003-d97e27bd7db6.rna_seq.augmented_star_gene_counts.tsv	3a56268c139a18fc58961703b34beef0	4235768	validated
531bf883-b093-481e-bef8-4e712ec5100c	531bf883-b093-481e-bef8-4e712ec5100c/574d58f5-dfcd-470d-a8fd-bf43b2996401.rna_seq.augmented_star_gene_counts.tsv	f11bf289a86d18612c0b85c3d34e38c6	4238926	validated
5aa6ee1b-13e9-4c10-8e59-7909861b1e88	5aa6ee1b-13e9-4c10-8e59-7909861b1e88/a5dec952-c449-4fc5-80f0-85a2246884bf.rna_seq.augmented_star_gene_counts.tsv	d0a34bbc0f1a35735d0253d27eb7bcba	4239993	validated
5fbd8f83-c1ce-4ff5-9c98-c74eb6412484	5fbd8f83-c1ce-4ff5-9c98-c74eb6412484/166baf7b-6f56-4108-b9b2-191a623f6092.rna_seq.augmented_star_gene_counts.tsv	aae22dc695db6f3379643e4fddd14f4e	4245718	validated
65b591c3-a691-4783-9c77-9590792c2e22	65b591c3-a691-4783-9c77-9590792c2e22/6a97a580-2e26-4e47-b70f-75e3f85fbdcd.rna_seq.augmented_star_gene_counts.tsv	6a2a5641563bc5e883b166208c39baee	4247068	validated
6700c8a2-9b68-4783-856b-a8f282124aa6	6700c8a2-9b68-4783-856b-a8f282124aa6/74b09f86-ab8e-4486-a6e5-35dc41a7dd63.rna_seq.augmented_star_gene_counts.tsv	ae6e8500e8e7f5a81a0792a61cc38d0d	4234866	validated
6807181b-13e7-4f4b-a7d8-9d00f113f6bc	6807181b-13e7-4f4b-a7d8-9d00f113f6bc/517e37c3-64f8-40fa-8b6c-3c74e423ea1a.rna_seq.augmented_star_gene_counts.tsv	db04e839a23c2ccd7b1ed16c9d8bda9a	4235514	validated
699eceef-c640-4740-afb9-5e4952979493	699eceef-c640-4740-afb9-5e4952979493/b2d1e197-8003-4751-8d87-448fbdd1c597.rna_seq.augmented_star_gene_counts.tsv	5af4304483d7af99e9be0133cd4ea306	4251074	validated
6b20dba6-b7fc-427a-92f2-8989403baeb2	6b20dba6-b7fc-427a-92f2-8989403baeb2/50cede27-a601-4fea-9a86-99c2ca67b1f5.rna_seq.augmented_star_gene_counts.tsv	25a0a2a885f2d95ea87f66399366829d	4238194	validated
6d0ec0a1-ad19-4414-b3ab-5cbf9a242129	6d0ec0a1-ad19-4414-b3ab-5cbf9a242129/a499340b-a7e7-46a5-8314-eacf942c0a52.rna_seq.augmented_star_gene_counts.tsv	b4cd2f99f48a41cca120b764f493daae	4241106	validated
72878d15-d4cd-486b-9281-c4f801fc2286	72878d15-d4cd-486b-9281-c4f801fc2286/f3584614-45c7-412e-abf4-2b18e0a486d2.rna_seq.augmented_star_gene_counts.tsv	8d1ca54c04b6093f4afb69ff384dee5c	4244770	validated
73d57ab1-1757-4af3-b229-90050dcdb9e0	73d57ab1-1757-4af3-b229-90050dcdb9e0/1fbd55b4-c08b-44b8-940e-6538cc79ef68.rna_seq.augmented_star_gene_counts.tsv	fc8f8a1d1b042073cc8365552353bea3	4251061	validated
7e45142c-85bc-45c5-9a2c-2c8f7c436a04	7e45142c-85bc-45c5-9a2c-2c8f7c436a04/d51652aa-0acf-483e-a90e-6d6dee0a86a8.rna_seq.augmented_star_gene_counts.tsv	40de2cbe4620baf5b865421d84dd7ade	4243083	validated
82c69289-b7cc-43c3-9eef-084e864628f8	82c69289-b7cc-43c3-9eef-084e864628f8/a47a849d-cfed-4b4a-a52a-4748f024ab02.rna_seq.augmented_star_gene_counts.tsv	3bfd89763714887e1ee7149d9b049b55	4243680	validated
849a5e37-7da5-4d58-9790-9868792456b0	849a5e37-7da5-4d58-9790-9868792456b0/5b664467-3c27-4bf4-90f8-4f518a153dd8.rna_seq.augmented_star_gene_counts.tsv	57043e927c4b16c01dd548ed7cc88e63	4237232	validated
853da5b4-49df-41e9-9a98-687e7eb8c2ea	853da5b4-49df-41e9-9a98-687e7eb8c2ea/ff022aa7-0d1b-4efe-9e0e-72dd0fcd892f.rna_seq.augmented_star_gene_counts.tsv	926390bcc7cfd8d029ff55d8cf70d659	4238765	validated
8ea2a2ba-a352-481e-997e-9cc295b0ee48	8ea2a2ba-a352-481e-997e-9cc295b0ee48/25121daf-8087-42a4-a445-9fe2557431e0.rna_seq.augmented_star_gene_counts.tsv	aed3cddc930c03c3bf7cf18b2a8c4299	4237120	validated
92cdbe72-8af4-4e98-87be-9c437978eb0c	92cdbe72-8af4-4e98-87be-9c437978eb0c/2fb43643-4dc3-41b3-a299-815f5c8b0d72.rna_seq.augmented_star_gene_counts.tsv	87bca745462ba8808c3e929c79e68fb4	4240113	validated
953318ce-676f-4a47-bca9-6f618ce71382	953318ce-676f-4a47-bca9-6f618ce71382/02383b35-4baa-4875-9127-fcdd2707977c.rna_seq.augmented_star_gene_counts.tsv	04b7976158d27f10b45bb7e7826d9315	4249755	validated
9693d32e-8371-4ded-afda-086c6e0a40ec	9693d32e-8371-4ded-afda-086c6e0a40ec/b3cde840-6a5d-495e-87b3-bd1ffcedd3a0.rna_seq.augmented_star_gene_counts.tsv	38cfa723aa976cdf27452737b02a8ea3	4239597	validated
9802a038-b7ff-405e-a214-5b4a3b9bc3c8	9802a038-b7ff-405e-a214-5b4a3b9bc3c8/c0a30779-85f7-4c94-8902-14aea9cda83f.rna_seq.augmented_star_gene_counts.tsv	586457f2146f8b2533d6fdadcdcd381f	4232349	validated
991e464f-9643-4325-a4e1-5968ce292d56	991e464f-9643-4325-a4e1-5968ce292d56/4a32c0be-51b4-4da4-b90c-542616af6e6b.rna_seq.augmented_star_gene_counts.tsv	3c09bf090e2beafc7517d90bc2020a7c	4236061	validated
99dafaf1-e2d1-4232-aaa9-afdd99d51ee8	99dafaf1-e2d1-4232-aaa9-afdd99d51ee8/87f34b1f-606e-4e7d-90c4-ed291e89a90d.rna_seq.augmented_star_gene_counts.tsv	75ad416d21142106d726c65728cbe567	4240007	validated
9d3ce188-45e1-472e-a2d8-68aa6dfcbcc4	9d3ce188-45e1-472e-a2d8-68aa6dfcbcc4/dc8f7dea-e281-4648-9487-e99b9a48d871.rna_seq.augmented_star_gene_counts.tsv	317e3bf85d4d3e082df112553d4eba3a	4238272	validated
a3340662-d48a-43d2-b506-13cfe85da6b4	a3340662-d48a-43d2-b506-13cfe85da6b4/42bbb410-9ac4-4801-bfaa-b10ad00a0a45.rna_seq.augmented_star_gene_counts.tsv	cc35e3f1795c93ec54439a6ab5481f4f	4239063	validated
a6de60f5-2c35-4a83-9903-96ec1a953a8f	a6de60f5-2c35-4a83-9903-96ec1a953a8f/77ee6d80-f2f8-4fc1-ad07-f7446e46764d.rna_seq.augmented_star_gene_counts.tsv	8ef08b94146b66aeacc9dbd3d26fc7c2	4237831	validated
b58f6f4a-67f7-429d-bace-67ffd9723af8	b58f6f4a-67f7-429d-bace-67ffd9723af8/eadd55dc-faa4-4d64-886f-768190967ea3.rna_seq.augmented_star_gene_counts.tsv	e7d9b303fd3d94df482e16704c4f29bb	4243148	validated
ba7ea027-76a6-4c29-a22d-36c4f9e20bf2	ba7ea027-76a6-4c29-a22d-36c4f9e20bf2/8b798cfc-2040-4709-9089-fdc7c83b4b51.rna_seq.augmented_star_gene_counts.tsv	bef34cd7bd696a5f2a2c283c948c9e79	4237365	validated
bc02964d-86e8-43e7-8b14-3e75133a3696	bc02964d-86e8-43e7-8b14-3e75133a3696/ee8feffb-6b6e-461c-9e91-7db700ca5ea9.rna_seq.augmented_star_gene_counts.tsv	f74531096739da76a801e0480db343bc	4241548	validated
bfac79b0-d94d-4d27-bc68-900dcb5f1f9a	bfac79b0-d94d-4d27-bc68-900dcb5f1f9a/705a7ed2-dd06-4197-a894-13c890deb29b.rna_seq.augmented_star_gene_counts.tsv	da089698ccf0b56fe26ef24ce249c6a6	4247893	validated
c0b3e84e-74fa-47da-8926-5579da919eec	c0b3e84e-74fa-47da-8926-5579da919eec/12ecbdc2-76c1-4c5a-b6e3-510d4c05785f.rna_seq.augmented_star_gene_counts.tsv	83bbd05783aee840dcc2e3b79ae8f620	4239254	validated
c83f76c9-3da1-4e73-8081-984b86cf3516	c83f76c9-3da1-4e73-8081-984b86cf3516/bbf9ac2f-d194-4299-ba75-53a84cbe4950.rna_seq.augmented_star_gene_counts.tsv	1565fcf539c98fe792d12f7293c46ad2	4246640	validated
cd187055-3a5a-402f-9dd7-39d16e1a291e	cd187055-3a5a-402f-9dd7-39d16e1a291e/2cccc6c8-9dac-4407-b390-e643b614fb28.rna_seq.augmented_star_gene_counts.tsv	ab80763fc70b652b104d537d6a1e2c4f	4233212	validated
cdc03ad0-b7bb-463f-be63-77c2fd1ac1a4	cdc03ad0-b7bb-463f-be63-77c2fd1ac1a4/cc47934d-2a0e-4e67-8654-253ac517dc81.rna_seq.augmented_star_gene_counts.tsv	ec9b5dfdf3e8101bf94220226eedecc6	4247056	validated
e0a69a83-c3ee-430c-9769-816d68d8b746	e0a69a83-c3ee-430c-9769-816d68d8b746/3542bc9c-ce17-4129-90fe-b1bfee35e00d.rna_seq.augmented_star_gene_counts.tsv	2bf610cd7de5991d155214201b1990d4	4243433	validated
e885b7eb-6e09-4b0d-bf8e-788d0c45178c	e885b7eb-6e09-4b0d-bf8e-788d0c45178c/db8e4fa4-97df-4b38-92eb-4c1a048e720e.rna_seq.augmented_star_gene_counts.tsv	be49025b5eda177c668437ef5b1f37d4	4236722	validated
e9be8247-b6e1-486a-afcd-e33e71684229	e9be8247-b6e1-486a-afcd-e33e71684229/7024e80d-ec80-4399-ae2a-8a8493f54ed1.rna_seq.augmented_star_gene_counts.tsv	7c4524267d5d466f99f2505b89ddd44f	4232127	validated
e9f37866-da2b-4b9e-adab-d44430c24ad5	e9f37866-da2b-4b9e-adab-d44430c24ad5/299ce7ef-d929-4311-ad76-ba5938c46ebd.rna_seq.augmented_star_gene_counts.tsv	313aa4870e188d16c7e8c6dc3a4869a5	4243848	validated
ef9b29e4-bb97-4e33-a36d-24d4add64c48	ef9b29e4-bb97-4e33-a36d-24d4add64c48/169d443f-d12e-4104-a2b0-f9e01e300031.rna_seq.augmented_star_gene_counts.tsv	e20a5abed81bca85f2e90e00b22911ea	4245972	validated
f11b78b5-f0e8-489d-9adc-97679cd72800	f11b78b5-f0e8-489d-9adc-97679cd72800/b03c6a4e-0ab1-4763-979f-d9f65f42927b.rna_seq.augmented_star_gene_counts.tsv	5d6e0d131b62af698f11c68cbaac40e4	4241362	validated
f23b7ee8-2af9-4db6-9f2e-bbb74ce501c7	f23b7ee8-2af9-4db6-9f2e-bbb74ce501c7/c8b55027-80ef-4748-940a-1c97e0e12116.rna_seq.augmented_star_gene_counts.tsv	37ae779fac05bfbe61670d6e32746965	4241713	validated
f8bd7ad3-9e0a-4a73-a1d5-520a52c014d6	f8bd7ad3-9e0a-4a73-a1d5-520a52c014d6/59513d77-0829-482a-b400-786739b20d2f.rna_seq.augmented_star_gene_counts.tsv	064143fdd5529ad59dda830ef7e9368d	4239328	validated
f9e9f71b-ec2e-4d9f-8ef9-7b1d0db0950e	f9e9f71b-ec2e-4d9f-8ef9-7b1d0db0950e/6baf3bf3-ff4d-44be-8e17-4357aa0c7649.rna_seq.augmented_star_gene_counts.tsv	f001ec5354244d0940a13482c0474e73	4229649	validated
fe3b8411-ede6-4f46-a134-f265195c3cd0	fe3b8411-ede6-4f46-a134-f265195c3cd0/0d7ea8df-2d35-4e15-bbef-4eb3d884d9c7.rna_seq.augmented_star_gene_counts.tsv	c2602bb7ded6c482013a10795c2c57b9	4247093	validated
