"id","data_format","cases","access","file_name","submitter_id","data_category","type","file_size","created_datetime","md5sum","updated_datetime","file_id","data_type","state","experimental_strategy","version","data_release","project","analysis_id","analysis_state","analysis_submitter_id","analysis_workflow_link","analysis_workflow_type","analysis_workflow_version","sample_type","is_ffpe","cases.submitter_id","sample.submitter_id"
"05f73420-f6c5-42e3-af05-ad6447f3de3b","TSV","CPT0122730008","open","453cac2c-f45d-4a2c-ac5f-b93934249d44.rna_seq.augmented_star_gene_counts.tsv","09616c27-2099-48bf-84a8-2689b1b94216","Transcriptome Profiling","gene_expression",4229891,"2022-04-04T18:46:49.063918-05:00","1bf587e28eae2add6fa67d621be0cf97","2022-07-11T15:02:03.744389-05:00","05f73420-f6c5-42e3-af05-ad6447f3de3b","Gene Expression Quantification","released","RNA-Seq","1","34.0 - 37.0","CPTAC-3","02670e42-eccf-4b4b-8b73-97ca6e1483b0","released","453cac2c-f45d-4a2c-ac5f-b93934249d44_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Solid Tissue Normal",NA,"C3L-00981","C3L-00981-06"
"99a40d7c-6b6d-497f-b684-a2afc967196c","TSV","CPT0175710009","open","fe4c3589-ea3f-4b92-a8b4-87c849f28ebd.rna_seq.augmented_star_gene_counts.tsv","72d3ed38-95bb-49b3-9fa0-a0f1dfeb1972","Transcriptome Profiling","gene_expression",4224299,"2022-04-04T19:35:35.804056-05:00","b8b43156ad30daa90150a8ee10be1bc7","2022-07-11T15:05:36.392577-05:00","99a40d7c-6b6d-497f-b684-a2afc967196c","Gene Expression Quantification","released","RNA-Seq","1","34.0 - 37.0","CPTAC-3","56418ffb-6f6f-478f-b093-d1ab2f701a33","released","fe4c3589-ea3f-4b92-a8b4-87c849f28ebd_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Solid Tissue Normal",NA,"C3L-02169","C3L-02169-07"
"9bbb1218-271e-4685-bc4b-40b98dd1a256","TSV","CPT0247400006","open","8af7bef7-0923-4431-b7e0-9cecbb7579fa.rna_seq.augmented_star_gene_counts.tsv","12768e54-6330-42d7-9fcf-7d16ead56faa","Transcriptome Profiling","gene_expression",4241860,"2022-04-04T19:13:26.723748-05:00","6fbed79e8186d99df13bf8d046c67c53","2022-07-11T15:00:25.796353-05:00","9bbb1218-271e-4685-bc4b-40b98dd1a256","Gene Expression Quantification","released","RNA-Seq","1","34.0 - 37.0","CPTAC-3","5a411c4e-b4a4-4ae5-9272-30ab44ba494f","released","8af7bef7-0923-4431-b7e0-9cecbb7579fa_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Solid Tissue Normal",NA,"C3N-04176","C3N-04176-09"
"4a6bf97c-e9c9-4e86-98de-c198cfc8beb3","TSV","CPT0314880011","open","577c76d3-7857-4986-b255-703f861399cf.rna_seq.augmented_star_gene_counts.tsv","4919acc1-f8a1-4898-bc47-f11da6898c3a","Transcriptome Profiling","gene_expression",4243000,"2022-04-21T08:52:02.607403-05:00","73678fa416f8be9be035ab59ab229386","2022-07-11T13:43:57.410907-05:00","4a6bf97c-e9c9-4e86-98de-c198cfc8beb3","Gene Expression Quantification","released","RNA-Seq","1","34.0 - 37.0","CPTAC-3","bd21598b-b48e-4d22-9adb-4e6903c68f3b","released","577c76d3-7857-4986-b255-703f861399cf_star_-_counts","quay.io/ncigdc","STAR - Counts","61fd5ef8ab410a784da2e89eca063ca3c66998ec","Primary Tumor",NA,"C3N-01858","C3N-01858-11"
"d4c8cfe6-14d8-407c-b6e1-deef57162b3b","TSV","CPT0349440001","open","d5de14af-ed60-4f85-9fc2-8844f0894166.rna_seq.augmented_star_gene_counts.tsv","8a6e0c22-6d8d-4e2c-bca9-e72d27ac1900","Transcriptome Profiling","gene_expression",4234647,"2022-04-21T08:59:08.553578-05:00","35da54cb9efdf5ac427aee291c911197","2022-07-11T13:38:36.179414-05:00","d4c8cfe6-14d8-407c-b6e1-deef57162b3b","Gene Expression Quantification","released","RNA-Seq","1","34.0 - 37.0","CPTAC-3","64e40718-71af-4de2-a9c5-ecd7cd2040be","released","d5de14af-ed60-4f85-9fc2-8844f0894166_star_-_counts","quay.io/ncigdc","STAR - Counts","61fd5ef8ab410a784da2e89eca063ca3c66998ec","Primary Tumor",NA,"C3L-00136","C3L-00136-13"
"5cb9ed61-4644-47f0-87d9-778081813c09","TSV","CPT0116730009","open","d18f6904-caf9-4df7-80f2-f17d6de617a9.rna_seq.augmented_star_gene_counts.tsv","f2c806c5-79c5-4866-aa3a-538a62bf8b28","Transcriptome Profiling","gene_expression",4240006,"2022-04-21T08:40:48.649965-05:00","dbecccc5b7d248b37740ea6c5ab521f3","2023-02-21T16:02:58.577181-06:00","5cb9ed61-4644-47f0-87d9-778081813c09","Gene Expression Quantification","released","RNA-Seq","1","37.0","CPTAC-3","5950d7e6-a5fb-4528-aba6-f7d2cd065ad0","released","d18f6904-caf9-4df7-80f2-f17d6de617a9_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Solid Tissue Normal",NA,"C3N-01761","C3N-01761-05"
"999aca86-c6fc-43bb-a3f4-b726ded81b6d","TSV","CPT0174700010","open","ffd639ab-3736-4c3c-9f68-c5a2e69e2d3a.rna_seq.augmented_star_gene_counts.tsv","03b78612-f1c1-4f4c-b7fb-3feb1c55d438","Transcriptome Profiling","gene_expression",4231320,"2022-01-06T08:50:18.467531-06:00","09f281b915735ce1997c433e11b0209e","2022-02-03T00:26:47.580469-06:00","999aca86-c6fc-43bb-a3f4-b726ded81b6d","Gene Expression Quantification","released","RNA-Seq","2","32.0 - 37.0","CPTAC-3","d9414b95-d53f-4d30-a9f0-1b2bfefad57f","released","ffd639ab-3736-4c3c-9f68-c5a2e69e2d3a_star_-_counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"C3L-02809","C3L-02809-04"
"19f5f041-3828-44b4-8e82-465bd769390e","TSV","CPT0092680006","open","53e188de-369c-4f71-8657-1c96dc9a62e8.rna_seq.augmented_star_gene_counts.tsv","dcdb42d0-56dc-416b-981a-59b6452396bf","Transcriptome Profiling","gene_expression",4239158,"2022-04-04T19:20:52.539561-05:00","2cd11572ad70e3ed0ef1acf721d131ff","2022-07-11T15:04:40.749267-05:00","19f5f041-3828-44b4-8e82-465bd769390e","Gene Expression Quantification","released","RNA-Seq","1","34.0 - 37.0","CPTAC-3","c58d34d1-b9cc-40e7-a5dd-9a0a0efbc061","released","53e188de-369c-4f71-8657-1c96dc9a62e8_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Primary Tumor",NA,"C3L-01951","C3L-01951-01"
"f11b78b5-f0e8-489d-9adc-97679cd72800","TSV","CPT0089150006","open","b03c6a4e-0ab1-4763-979f-d9f65f42927b.rna_seq.augmented_star_gene_counts.tsv","dbe7fd7c-9369-442c-82a0-bc7774ccd122","Transcriptome Profiling","gene_expression",4241362,"2022-01-06T09:17:54.268824-06:00","5d6e0d131b62af698f11c68cbaac40e4","2022-02-03T00:27:21.180928-06:00","f11b78b5-f0e8-489d-9adc-97679cd72800","Gene Expression Quantification","released","RNA-Seq","2","32.0 - 37.0","CPTAC-3","fdf2fce5-2732-4a0f-9a67-5e32911294a0","released","b03c6a4e-0ab1-4763-979f-d9f65f42927b_star_-_counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"C3N-01505","C3N-01505-01"
"1c621325-1cb3-4150-8eaf-f9d3c87512a2","TSV","CPT0315130011","open","e11daef0-5e35-4f08-91af-134d152dc2cc.rna_seq.augmented_star_gene_counts.tsv","96a4ca34-f80b-401d-8e4b-0ff2c4e6e0ce","Transcriptome Profiling","gene_expression",4217312,"2022-04-21T08:51:33.153945-05:00","a7ddd1437edf817507e96faa38406342","2022-07-11T13:39:42.452376-05:00","1c621325-1cb3-4150-8eaf-f9d3c87512a2","Gene Expression Quantification","released","RNA-Seq","1","34.0 - 37.0","CPTAC-3","a70864e7-eae5-4e4a-aa9e-6f612535e680","released","e11daef0-5e35-4f08-91af-134d152dc2cc_star_-_counts","quay.io/ncigdc","STAR - Counts","61fd5ef8ab410a784da2e89eca063ca3c66998ec","Primary Tumor",NA,"C3N-03008","C3N-03008-11"
"31d3e6de-852a-4a99-916d-20d685390d75","TSV","CPT0351630001","open","698a059b-4f0e-4efe-87ee-341df22b646c.rna_seq.augmented_star_gene_counts.tsv","adb7d16d-422c-4aae-9e32-86194ac3305a","Transcriptome Profiling","gene_expression",4229549,"2022-04-21T08:54:35.551749-05:00","c124fceca1f16af5cb493407a9dd7301","2023-02-21T16:02:58.577181-06:00","31d3e6de-852a-4a99-916d-20d685390d75","Gene Expression Quantification","released","RNA-Seq","1","37.0","CPTAC-3","2b75a382-a25e-4f5f-aaa2-28e816a480cd","released","698a059b-4f0e-4efe-87ee-341df22b646c_star_-_counts","quay.io/ncigdc","STAR - Counts","61fd5ef8ab410a784da2e89eca063ca3c66998ec","Primary Tumor",NA,"C3N-01761","C3N-01761-11"
"1d53e7fd-c593-420a-a1b2-845c0195547a","TSV","CPT0123350006","open","7c7ed348-b6bb-4ae2-a682-eab5e4dc38c5.rna_seq.augmented_star_gene_counts.tsv","b6b54167-6bf0-411e-b9d9-3fc43f2dca2d","Transcriptome Profiling","gene_expression",4242114,"2022-01-06T09:17:12.189324-06:00","5c3896c1ee159da466dd3c1fd90aa8fc","2022-02-03T00:27:40.405009-06:00","1d53e7fd-c593-420a-a1b2-845c0195547a","Gene Expression Quantification","released","RNA-Seq","2","32.0 - 37.0","CPTAC-3","b5f23c0b-c214-4c2c-9eba-f5ba1288998d","released","7c7ed348-b6bb-4ae2-a682-eab5e4dc38c5_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Primary Tumor",NA,"C3L-01000","C3L-01000-04"
"2a4635a2-5b14-4a2f-bb52-c490eb3b7cb8","TSV","CPT0123370009","open","e17f48eb-185f-4045-b650-8c760d37f9a1.rna_seq.augmented_star_gene_counts.tsv","fc47a3a3-8a23-4209-a6cd-3bc609cf7de1","Transcriptome Profiling","gene_expression",4241198,"2022-01-06T09:17:22.889793-06:00","c5c12b15ff70849f24497123870440fc","2022-02-03T00:27:42.252158-06:00","2a4635a2-5b14-4a2f-bb52-c490eb3b7cb8","Gene Expression Quantification","released","RNA-Seq","2","32.0 - 37.0","CPTAC-3","807b1ebb-451e-4f06-bb25-a5955f3df9b6","released","e17f48eb-185f-4045-b650-8c760d37f9a1_star_-_counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"C3L-01000","C3L-01000-06"
"00a92589-6683-4500-9c24-58869820e41b","TSV","CPT0199700009","open","6ca74d98-86ba-43a9-bd85-f8a097202ce9.rna_seq.augmented_star_gene_counts.tsv","e26808bc-a95c-4631-bd8b-d77a9eed2dd7","Transcriptome Profiling","gene_expression",4225167,"2022-01-06T09:24:35.069933-06:00","921efa55f1c8277a59acbb3409b7e8d1","2022-02-03T00:27:56.287245-06:00","00a92589-6683-4500-9c24-58869820e41b","Gene Expression Quantification","released","RNA-Seq","2","32.0 - 37.0","CPTAC-3","e14b402c-e503-4e30-81d3-8ad954782ab2","released","6ca74d98-86ba-43a9-bd85-f8a097202ce9_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Primary Tumor",NA,"C3L-01138","C3L-01138-01"
"ece6e66f-9f34-42ef-a616-2cfdf5fe40c1","TSV","CPT0077880009","open","aad40469-8daf-4bbf-a199-c4025461ccae.rna_seq.augmented_star_gene_counts.tsv","899dbe84-0aab-4f35-bf30-3ac364483902","Transcriptome Profiling","gene_expression",4225105,"2022-01-06T09:16:51.250966-06:00","3a68bcd08651284a6bd41c2dfe1abcdc","2022-02-03T00:26:56.784209-06:00","ece6e66f-9f34-42ef-a616-2cfdf5fe40c1","Gene Expression Quantification","released","RNA-Seq","2","32.0 - 37.0","CPTAC-3","e6df2878-d07e-41d8-89b8-b20fe524c8dc","released","aad40469-8daf-4bbf-a199-c4025461ccae_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Solid Tissue Normal",NA,"C3N-00436","C3N-00436-05"
"ca013853-72ba-49a8-92d3-92b6a6249490","TSV","CPT0349610001","open","bda3031d-69cd-4f60-886b-ddd4d9c7a46c.rna_seq.augmented_star_gene_counts.tsv","b981d7ae-90a3-4466-a746-6d7116707b94","Transcriptome Profiling","gene_expression",4224898,"2022-04-21T08:56:51.719179-05:00","8d4d31f26e460be2abc99d80733a52e4","2022-07-11T13:30:45.761318-05:00","ca013853-72ba-49a8-92d3-92b6a6249490","Gene Expression Quantification","released","RNA-Seq","1","34.0 - 37.0","CPTAC-3","edc71fae-b259-4883-b449-c0297d5fbcc7","released","bda3031d-69cd-4f60-886b-ddd4d9c7a46c_star_-_counts","quay.io/ncigdc","STAR - Counts","61fd5ef8ab410a784da2e89eca063ca3c66998ec","Primary Tumor",NA,"C3L-00361","C3L-00361-11"
"294ea668-b600-46f7-a62f-23f8e2da9bd5","TSV","CPT0077860009","open","9ff18968-1df8-42cf-a7c5-0d9c1eab7a59.rna_seq.augmented_star_gene_counts.tsv","aa8961bb-75b8-441a-9029-b8ef84733c84","Transcriptome Profiling","gene_expression",4241744,"2022-01-06T09:16:49.788998-06:00","95541a7f67169bb02f517b6a12e36a9e","2022-02-03T00:28:50.765217-06:00","294ea668-b600-46f7-a62f-23f8e2da9bd5","Gene Expression Quantification","released","RNA-Seq","2","32.0 - 37.0","CPTAC-3","4a5702f9-6778-4328-869a-911fcc72ce5d","released","9ff18968-1df8-42cf-a7c5-0d9c1eab7a59_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Primary Tumor",NA,"C3N-00436","C3N-00436-01"
"1fc9bba3-e6dd-4173-8884-1f3ce6df3cf6","TSV","CPT0088500006","open","fb3d16e9-fd7c-4f3b-9e4e-6bf68a712d43.rna_seq.augmented_star_gene_counts.tsv","a66debc5-5522-4154-b45e-928e3ddb7239","Transcriptome Profiling","gene_expression",4230879,"2022-01-06T09:11:03.935551-06:00","ab12db45ac5e49518e2586fabc5e86bf","2022-02-03T00:26:57.624380-06:00","1fc9bba3-e6dd-4173-8884-1f3ce6df3cf6","Gene Expression Quantification","released","RNA-Seq","2","32.0 - 37.0","CPTAC-3","248ef2ad-d84c-4949-ac63-651904d4c4bb","released","fb3d16e9-fd7c-4f3b-9e4e-6bf68a712d43_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Solid Tissue Normal",NA,"C3N-01646","C3N-01646-10"
"6decc5e6-19ac-40a9-aae7-15cf01e7615e","TSV","CPT0187880020","open","5bdd6a54-4026-4f41-b0db-871011abf77e.rna_seq.augmented_star_gene_counts.tsv","677fcb21-1ea0-4e78-8a8e-7d0b64d5ea1d","Transcriptome Profiling","gene_expression",4227127,"2022-04-21T09:24:49.393932-05:00","673d33e8412e1acdb1aac5781412290a","2022-07-11T14:57:10.280581-05:00","6decc5e6-19ac-40a9-aae7-15cf01e7615e","Gene Expression Quantification","released","RNA-Seq","1","34.0 - 37.0","CPTAC-3","92c02473-7207-47f9-9bd3-78d691f0b3b8","released","5bdd6a54-4026-4f41-b0db-871011abf77e_star_-_counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"C3N-02997","C3N-02997-01"
"0fc40dde-9170-403a-a1cf-684e472312b2","TSV","CPT0093930007;CPT0093930007","open","a0f1ad3d-964c-4ff7-a0f9-4d5a2bb19388.rna_seq.augmented_star_gene_counts.tsv","d4c4fe3c-f622-4628-ae9e-51b764ea39f4","Transcriptome Profiling","gene_expression",4238793,"2022-01-06T09:48:48.138604-06:00","6408dd50a69c9127da9f68b5a02f0b01","2022-02-03T00:28:41.794094-06:00","0fc40dde-9170-403a-a1cf-684e472312b2","Gene Expression Quantification","released","RNA-Seq","2","32.0 - 37.0","CPTAC-3","608d1447-2331-4e96-8a84-cc9c34a323d0","released","a0f1ad3d-964c-4ff7-a0f9-4d5a2bb19388_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Primary Tumor;Primary Tumor",NA,"C3N-01165","C3N-01165-03;C3N-01165-02"
"f5acbee1-153c-44bc-827d-cc58041251ae","TSV","CPT0226250010;CPT0226250010;CPT0226250010","open","f56b3e61-c601-43b4-bed6-449051d2dde1.rna_seq.augmented_star_gene_counts.tsv","7633cd0e-f0c4-4353-8dd0-bcc0a580d208","Transcriptome Profiling","gene_expression",4242594,"2022-01-06T08:49:17.371736-06:00","d4dea8da46e2004c9e6afef941486dde","2022-02-03T00:28:39.265794-06:00","f5acbee1-153c-44bc-827d-cc58041251ae","Gene Expression Quantification","released","RNA-Seq","2","32.0 - 37.0","CPTAC-3","08ac43f0-f4b5-4eb1-8b16-29dc9a366c46","released","f56b3e61-c601-43b4-bed6-449051d2dde1_star_-_counts","quay.io/ncigdc","STAR - Counts","122a0dd1445b2664b1b40b7df7b0e2240183d712","Primary Tumor;Primary Tumor;Primary Tumor",NA,"C3N-03011","C3N-03011-04;C3N-03011-02;C3N-03011-01"
"5ecf2320-6d0d-45ad-92d6-d7ab072fd5f3","TSV","CPT0235930011","open","9bfe1f0c-f85c-4bee-a657-512e3bce8bf1.rna_seq.augmented_star_gene_counts.tsv","1a797f0d-6019-4ef0-bc30-ebf4fe02922d","Transcriptome Profiling","gene_expression",4222701,"2022-04-21T08:53:12.437790-05:00","9acf056318d9ddeb0e11e3ac0e957d20","2022-07-11T13:34:30.842151-05:00","5ecf2320-6d0d-45ad-92d6-d7ab072fd5f3","Gene Expression Quantification","released","RNA-Seq","1","34.0 - 37.0","CPTAC-3","7a157af6-b658-447c-b8e7-61fc9336ef27","released","9bfe1f0c-f85c-4bee-a657-512e3bce8bf1_star_-_counts","quay.io/ncigdc","STAR - Counts","61fd5ef8ab410a784da2e89eca063ca3c66998ec","Primary Tumor",NA,"C3N-03045","C3N-03045-11"
